id,name,full_name,type,created_at
1472,VARD-SYLHET,VARD-SYLHET,N,2013-07-19
1473,UNNATI,UNNATI,N,2013-07-19
1475,Institut Panos Europe,Institut Panos Europe,N,2013-07-19
1476,NMJD Network Movement for,NMJD Network Movement for Justice & Development,N,2013-07-19
1478,DENIVA,DENIVA,N,2013-07-19
1479,CFE ETH Cheshire Foundati,CFE ETH Cheshire Foundation Ethiopia,N,2013-07-19
1480,Transcultural Psychosocia,Transcultural Psychosocial Organisation (TPO) Ugan,N,2013-07-19
1481,ENDA ETHIOPIA,ENDA ETHIOPIA,N,2013-07-19
1482,PTSM Obispado de San Marc,PTSM Obispado de San Marcos,N,2013-07-19
1483,CORDAID Burundi,CORDAID Burundi,N,2013-07-19
1484,SER,SER,N,2013-07-19
1485,AWRC,AWRC,N,2013-07-19
1486,Empowerment of Children a,Empowerment of Children and Human Rights Org  ECHO,N,2013-07-19
1488,MEMISA Programme DGD BELG,MEMISA Programme DGD BELGIE,N,2013-07-19
1489,Centre Ubuntu Isange,Centre Ubuntu Isange,N,2013-07-19
1490,Indonesia Untuk Transform,Indonesia Untuk Transformasi Social (INSIST),N,2013-07-19
1491,SOS SAHEL,SOS SAHEL,N,2013-07-19
1492,PAMOJA TRUST,PAMOJA TRUST,N,2013-07-19
1493,Microfinance Council of t,"Microfinance Council of the Philippines, Inc.",N,2013-07-19
1494,ODHAG,ODHAG,N,2013-07-19
1495,Stakeholder Democracy Net,Stakeholder Democracy Network        SDN,N,2013-07-19
1496,CORDAID CONGO,CORDAID CONGO,N,2013-07-19
1497,NAVSARJAN TRUST,NAVSARJAN TRUST,N,2013-07-19
1498,CONGCOOP,CONGCOOP,N,2013-07-19
1499,RIO,RIO,N,2013-07-19
1500,CCAJAR,CCAJAR,N,2013-07-19
1501,SOPRAD-RUYIGI,SOPRAD-RUYIGI,N,2013-07-19
1503,Catholic Relief Services ,Catholic Relief Services (CRS),N,2013-07-19
1504,Asociacion para la Preven,Asociacion para la Prevencion del Delito    APREDE,N,2013-07-19
1505,WLP,WLP,N,2013-07-19
1506,ISD Institute for Sustain,ISD Institute for Sustainable Development,N,2013-07-19
1507,Fundacion San Andres,Fundacion San Andres,N,2013-07-19
1508,CEMUJER,CEMUJER,N,2013-07-19
1509,FADEMYPE,FADEMYPE,N,2013-07-19
1510,Groupe d Appui au Develop,Groupe d Appui au Developpement Rural - GADRU,N,2013-07-19
1511,Zambia Land Alliance,Zambia Land Alliance,N,2013-07-19
1512,SIDEP Samburu Integrated ,SIDEP Samburu Integrated Development Program,N,2013-07-19
1513,PDNK Pastoralist Developm,PDNK Pastoralist Development Network of Kenya,N,2013-07-19
1514,NPDO,NPDO,N,2013-07-19
1515,Leonard Cheshire Disabili,Leonard Cheshire Disability and Development Progr,N,2013-07-19
1516,YAYASAN KARINA,YAYASAN KARINA,N,2013-07-19
1517,WOMEN Dutch Gender Platfo,WOMEN Dutch Gender Platform,N,2013-07-19
1518,Rimansi Organization for ,"Rimansi Organization for Asia and the Pacific, Inc",N,2013-07-19
1519,Reseau Haki na Amani (RHA,Reseau Haki na Amani (RHA),N,2013-07-19
1522,FundaciÃ³n Salvador del Mu,FundaciÃ³n Salvador del Mundo     FUSALMO,N,2013-07-19
1523,COPAE,COPAE,N,2013-07-19
1525,Afghan Women for Afghan W,Afghan Women for Afghan Women (AWAW),N,2013-07-19
1526,NONM,NONM,N,2013-07-19
1527,CORDAID RCA,CORDAID RCA,N,2013-07-19
1529,NOVOC,NOVOC,N,2013-07-19
1530,ASSOMESCA,ASSOMESCA,N,2013-07-19
1531,Asociacion Grupo CEIBA,Asociacion Grupo CEIBA,N,2013-07-19
1532,Diocese de Mahagi-Nioka,Diocese de Mahagi-Nioka,C,2013-07-19
1533,Integrated Rural Developm,Integrated Rural Development Service Organis IRDSO,N,2013-07-19
1534,WISE,WISE,N,2013-07-19
1535,ABF,ABF,N,2013-07-19
1536,CHINDU,CHINDU,N,2013-07-19
1537,Stichting Luanda Jinja,Stichting Luanda Jinja,N,2013-07-19
1538,AIDEnvironment,AIDEnvironment,N,2013-07-19
1539,Shivi Development Society,Shivi Development Society,N,2013-07-19
1540,MEWODA,MEWODA,N,2013-07-19
1541,Stichting Ecologische Lan,Stichting Ecologische Landbouw projecten Ghana (EL,N,2013-07-19
1542,Pastoral de la Tierra/Pas,Pastoral de la Tierra/Pastoral Social Diocesis de,G,2013-07-19
1543,Justitia et Pax Nederland,Justitia et Pax Nederland,N,2013-07-19
1545,PEFO,PEFO,N,2013-07-19
1546,Social Welfare Society,Social Welfare Society,N,2013-07-19
1547,Stichting Kapatiran,Stichting Kapatiran,N,2013-07-19
1549,Don Bosco Anbu Illam Chen,Don Bosco Anbu Illam Chennai,N,2013-07-19
1550,Niger Delta Environment &,Niger Delta Environment &Relief Foundation NIDEREF,N,2013-07-19
1551,Pastoralist Women for Hea,Pastoralist Women for Health and Education PWHE,N,2013-07-19
1552,Alcaldia Municipal de Mej,Alcaldia Municipal de Mejicanos,G,2013-07-19
1553,BBO,BBO,K,2013-07-19
1555,AgriProFocus,AgriProFocus,G,2013-07-19
1556,Stichting Medisch Werk Mu,Stichting Medisch Werk Mumbai,N,2013-07-19
1557,Stichting Upendo Daima Ne,Stichting Upendo Daima Nederland,N,2013-07-19
1558,Upendo Daima Tanzania,Upendo Daima Tanzania,N,2013-07-19
1559,Stichting Bebo Bakery,Stichting Bebo Bakery,N,2013-07-19
1560,Rotaryclub Scherpenzeel/W,Rotaryclub Scherpenzeel/Woudenberg,G,2013-07-19
1561,Rotaryclub de Bertoua,Rotaryclub de Bertoua,G,2013-07-19
1562,Partnership Africa Canada,Partnership Africa Canada,N,2013-07-19
1563,Stromme Microfinance East,Stromme Microfinance East Africa Ltd.,N,2013-07-19
1564,"MIND Media, Information a","MIND Media, Information and Narrative Development",N,2013-07-19
1565,Training And Research Sup,Training And Research Support Centre TARSC,N,2013-07-19
1566,Cordaid Zimbabwe,Cordaid Zimbabwe,N,2013-07-19
1567,International Civil Socie,International Civil Society Action Network ICAN,N,2013-07-19
1569,Organisation Mondiale con,Organisation Mondiale contre la Torture OMCT,N,2013-07-19
1570,Caritas Jacmel,Caritas Jacmel,N,2013-07-19
1571,AEPA Action for Environme,AEPA Action for Environmental Public Advocacy,N,2013-07-19
1572,Stichting Text to Change,Stichting Text to Change,N,2013-07-19
1573,Skills for Southern Sudan,Skills for Southern Sudan,N,2013-07-19
1574,International Commission ,International Commission of Jurists,N,2013-07-19
1575,CODAS CARITAS GAROUA,CODAS CARITAS GAROUA,N,2013-07-19
1576,Het Nederlandse Rode Krui,Het Nederlandse Rode Kruis,N,2013-07-19
1577,Stichting Sight for the P,Stichting Sight for the Poor (SFP),N,2013-07-19
1578,Birds Heal,Birds Heal,G,2013-07-19
1579,TOHI (Strauss & Co),TOHI (Strauss & Co),C,2013-07-19
1580,Idepro Desarrollo Empresa,Idepro Desarrollo Empresarial,N,2013-07-19
1581,Hope Agency for Relief an,Hope Agency for Relief and Development,N,2013-07-19
1582,PALLISHREE,PALLISHREE,N,2013-07-19
1583,CPI Children Peace Initia,CPI Children Peace Initiative Kenya,N,2013-07-19
1584,Care for the Poor,Care for the Poor,N,2013-07-19
1585,SiLNoRF,SiLNoRF,N,2013-07-19
1586,Healthy Entrepreneurs,Healthy Entrepreneurs,C,2013-07-19
1587,Fontaine Isoko,Fontaine Isoko,N,2013-07-19
1588,Tribal Education on Ecolo,Tribal Education on Ecological System,N,2013-07-19
1589,TLDFI,TLDFI,N,2013-07-19
1590,AlcaldÃ­a de Soyapango,AlcaldÃ­a de Soyapango,G,2013-07-19
1591,Credisol OPDF,Credisol OPDF,C,2013-07-19
1592,IADH,IADH,N,2013-07-19
1593,GASIN Gas Alert for Susta,GASIN Gas Alert for Sustainable Initiative,N,2013-07-19
1594,CASEC TURGEAU,CASEC TURGEAU,G,2013-07-19
1595,Shariatpur Development So,Shariatpur Development Society,N,2013-07-19
1596,"Actions pour les Droits, ","Actions pour les Droits, l'Environnement et la Vie",N,2013-07-19
1597,Collaborative for Peace,Collaborative for Peace,N,2013-07-19
1598,GADET-PENTAGON,GADET-PENTAGON,N,2013-07-19
1599,CESVI,CESVI,N,2013-07-19
1600,Open Society Foundation-L,Open Society Foundation-London,N,2013-07-19
1601,Caritas des Gonaives Spec,Caritas des Gonaives Speciale,N,2013-07-19
1602,Lembaga Pengembangan Tekn,Lembaga Pengembangan Teknologi Pedesaan,N,2013-07-19
1603,Institut de Technologie e,Institut de Technologie et d Animation ITECA,N,2013-07-19
1604,Haiti Survie,Haiti Survie,N,2013-07-19
1605,Commission Episcopale Nat,Commission Episcopale Nationale Justice et Paix,N,2013-07-19
1606,Women Development Group,Women Development Group,N,2013-07-19
1607,Colectivo Ecologista Madr,Colectivo Ecologista Madre Selva,N,2013-07-19
1609,IMAN,IMAN,N,2013-07-19
1610,REDMICROH,REDMICROH,N,2013-07-19
1611,Tierra Digna,Tierra Digna,N,2013-07-19
1612,The Norbertine Fathers So,The Norbertine Fathers Society Indara,G,2013-07-19
1613,Communaute des Municipali,Communaute des Municipalites d.l. Region d Palmes,G,2013-07-19
1614,Action for Children (AFC),Action for Children (AFC),N,2013-07-19
1615,Action pour la Paix et la,Action pour la Paix et la Concorde,N,2013-07-19
1616,Beza Youth Health and Cou,Beza Youth Health and Counseling Center,N,2013-07-19
1617,Succeed-Global,Succeed-Global,N,2013-07-19
1618,Programme pour une Altern,Programme pour une Alternative de Justice - PAJ,N,2013-07-19
1619,Trocaire Haiti,Trocaire Haiti,N,2013-07-19
1620,GENET,GENET,N,2013-07-19
1621,Erasmus MC Rotterdam,Erasmus MC Rotterdam,K,2013-07-19
1622,I+Solutions,I+Solutions,N,2013-07-19
1623,Stichting Stop Aids Now,Stichting Stop Aids Now,N,2013-07-19
1624,Stichting SYPO,Stichting SYPO,N,2013-07-19
1625,SYPO Uganda Ltd,SYPO Uganda Ltd,N,2013-07-19
1626,AT Osborne,AT Osborne,C,2013-07-19
1629,Wereld Waternet,Wereld Waternet,N,2013-07-19
1631,Swiss TPH,Swiss TPH,K,2013-07-19
1632,CITY OF CAPE TOWN,CITY OF CAPE TOWN,G,2013-07-19
1633,Inyanda Youth Network,Inyanda Youth Network,G,2013-07-19
1634,AHI,AHI,C,2013-07-19
1635,SHO,SHO,N,2013-07-19
1636,Cordaid Bond Zonder Naam,Cordaid Bond Zonder Naam,N,2013-07-19
1637,Sirigu Initiative for Sus,Sirigu Initiative for Sustainable Development,N,2013-07-19
1638,OCADES - Caritas Burkina ,OCADES - Caritas Burkina EA Caritas Sahel,N,2013-07-19
1639,SIPRI,SIPRI,K,2013-07-19
1640,HADAAF,HADAAF,N,2013-07-19
1641,BoP inc.,BoP inc.,C,2013-07-19
1642,WWN,WWN,N,2013-07-19
1643,Foyer st. Marie,Foyer st. Marie,N,2013-07-19
1644,XCOOP,XCOOP,C,2013-07-19
1645,A 01,A 01,C,2013-07-19
1646,Ineke Feitz Stichting,Ineke Feitz Stichting,N,2013-07-19
1647,Plataforma Urbana Guatama,Plataforma Urbana Guatamala,G,2013-07-19
1648,Progynist,Progynist,N,2013-07-19
1649,Woreda 01,Woreda 01,G,2013-07-19
1650,Woreda Urban Development ,Woreda Urban Development Committee,G,2013-07-19
1651,Private donor(s),Private donor(s),C,2013-07-19
1652,Dutch institutional donor,Dutch institutional donor(s),G,2013-07-19
1653,Institutional donor(s),Institutional donor(s),G,2013-07-19
1654,Other donor(s),Other donor(s),N,2013-07-19
1655,Minkels BV.,Minkels BV.,C,2013-07-19
1656,NIEHOFF WERNING & KOOIJ,NIEHOFF WERNING & KOOIJ,C,2013-07-19
1658,TaYA,Talent Youth Association,N,2013-07-25
1659,Cordaid DRM Program,Cordaid DRM Program,N,2013-07-25
1660,Irish Aid,,G,2013-08-01
1661,Tearfund Liberia,,N,2013-08-01
1662,STT Lithuania,Special Investigation Service of the Republic of Lithuania,N,2013-08-08
1663,AFSRT,AGENCY FOR SUSTAINABLE RURAL TRANSFORMATION,N,2013-08-12
1664,I-Network,I-Network,N,2013-08-13
1665,ELECU,Education Local Expertise Centre Uganda,N,2013-08-13
1666,LINK TO PROGRESS,LINK TO PROGRESS,N,2013-08-14
1667,WfP Uganda,Water For People Uganda,N,2013-08-14
1668,NAWASSCO,Nakuru Water and Sanitation Services Company Limited,C,2013-08-14
1669,Rotary Club Nijmegen,Rotary Club Nijmegen,N,2013-08-21
1670,Rotary Club Nijmegen-Zuid,Rotary Club Nijmegen-Zuid,N,2013-08-21
1671,Rotary Club Etten-Leur,Rotary Club Etten-Leur,N,2013-08-21
1672,Rotary Club Reeuwijk,Rotary Club Reeuwijk,N,2013-08-22
1673,Trondheim Int. School,Trondheim International School,K,2013-08-28
1674,EC Ma Ndryshe,Emancipimi Civil Ma Ndryshe,N,2013-08-28
1675,NAC Moldova,"National Anticorruption Centre, Republic of Moldova",G,2013-08-28
1676,CIP,Centro Internacional de la Papa,N,2013-08-29
1677,Wienco (Ghana) Limited,Wienco (Ghana) Limited,C,2013-08-29
1678,SADA,Savannah Accelerated Development Authority,N,2013-09-03
1679,Rebel Group,Rebel Group Advisory BV,C,2013-09-03
1680,Stichting HoPe,Stichting HoPe,N,2013-09-04
1683,Aspire Egypt,Aspire Experiential Business Solution,C,2013-09-13
1684,YEP Water,Young Expert Programme Water,K,2013-09-13
1685,Stichting Welzijn Wajir,Stichting Welzijn Wajir,N,2013-09-16
1686,NWP,NWP,N,2013-09-17
1687,Benin WASH Alliance,Benin WASH Alliance,N,2013-09-23
1689,European Research Council,European Research Council (ERC),K,2013-09-24
1690,Witteveen + Bos,Witteveen + Bos,C,2013-09-24
1691,WASPA,Water Services Provider Association,C,2013-09-26
1692,HaÃ«lla Stichting,HaÃ«lla Stichting,N,2013-10-01
1693,FUSP,Frisian Urban Sanitation Program,N,2013-10-15
1694,Water of Life,Water of Life Liberia Inc.,N,2013-10-15
1695,Rotary Club Tiel,Rotary Club Tiel,N,2013-11-05
1697,CREARE Foundation,CREARE Foundation,N,2013-11-06
1698,RCE,Rijksdienst voor het Cultureel Erfgoed,G,2013-11-06
1699,Caritas Relief,Caritas Relief,N,2013-11-06
1700,CARITAS PAKISTAN,CARITAS PAKISTAN,N,2013-11-06
1701,DOC UDP Daughters of Char,DOC UDP Daughters of Charity (Urban Development Pr,G,2013-11-06
1702,Fight for Hunger (FFH),Fight for Hunger (FFH),N,2013-11-06
1703,HELPAGE INTERNATIONAL,HELPAGE INTERNATIONAL,N,2013-11-06
1704,CARE NEDERLAND,CARE NEDERLAND,N,2013-11-06
1705,Dhaka Ahsania Mission (DA,Dhaka Ahsania Mission (DAM),N,2013-11-06
1706,Instituto Dominicano de D,Instituto Dominicano de Desarrollo Integral  IDDI,N,2013-11-06
1707,VECO UGANDA,VECO UGANDA,N,2013-11-06
1708,Catholic Relief Services ,Catholic Relief Services Philippines  CRS PHIL,N,2013-11-06
1709,Green Mindanao Associatio,"Green Mindanao Association, Inc  (GMAI)",N,2013-11-06
1710,Instituto de PromociÃ³n So,Instituto de PromociÃ³n Social y Desarrollo de Hond,N,2013-11-06
1712,DAG,DAG,N,2013-11-06
1713,KLMC,KLMC,N,2013-11-06
1714,WASASA,WASASA,C,2013-11-06
1715,CENSAT AGUA VIVA,CENSAT AGUA VIVA,N,2013-11-06
1716,MANGOCHI,MANGOCHI,N,2013-11-06
1717,Peace Equity Access for C,Peace Equity Access for Community Empowerment Foun,N,2013-11-06
1718,MOJE,MOJE,N,2013-11-06
1719,OK,OK,C,2013-11-06
1721,Appropriate Technology In,Appropriate Technology India,N,2013-11-06
1722,PROCOMES,PROCOMES,N,2013-11-06
1723,Endurance Youth Associati,Endurance Youth Association      EYA,N,2013-11-06
1724,Pastoral de la Mujer Arqu,Pastoral de la Mujer ArquidiÃ³cesis de los Altos,N,2013-11-06
1725,Cameroon Young Jurists Le,Cameroon Young Jurists Legal Resource Centre,N,2013-11-06
1726,DCI UGANDA,DCI UGANDA,N,2013-11-06
1727,Family Planning Organizat,Family Planning Organization of the Phillippines,N,2013-11-06
1728,APDA Afar Pastoralist Dev,APDA Afar Pastoralist Development Association,N,2013-11-06
1729,Caritas Internationalis,Caritas Internationalis,G,2013-11-06
1730,Procure Interdiocesaine M,Procure Interdiocesaine Mission Catholique,G,2013-11-06
1731,Corporacion para el Desar,Corporacion para el Desarrollo del Oriente-Comprom,N,2013-11-06
1732,Stichting LOS,Stichting LOS,N,2013-11-06
1734,Rotaryclub De Bilt-Biltho,Rotaryclub De Bilt-Bilthoven,G,2013-11-06
1735,Ogaden Welfare and Develo,Ogaden Welfare and Development Association,N,2013-11-06
1736,Society of Franciscan Ser,Society of Franciscan Servants of Mary,G,2013-11-06
1737,Stichting FairWork,Stichting FairWork,N,2013-11-06
1738,Lions Clubs Indonesia Mul,Lions Clubs Indonesia Multiple District 307,G,2013-11-06
1739,Rotaryclub Hilversum-West,Rotaryclub Hilversum-West,N,2013-11-06
1741,Dharma Amal Bakti Foundat,Dharma Amal Bakti Foundation,N,2013-11-06
1743,Bawku Hospital eye depart,Bawku Hospital eye department,G,2013-11-06
1744,Bisdom Roermond,Bisdom Roermond,G,2013-11-06
1745,Lubumbashi champignon pro,Lubumbashi champignon project,N,2013-11-06
1746,Stichting Bangalore,Stichting Bangalore,N,2013-11-06
1747,AFSR,AFSR,N,2013-11-06
1749,Integrated Youth Voluntee,Integrated Youth Volunteer Foundation (IYVF),N,2013-11-06
1750,Stichting Zenji Treasures,Stichting Zenji Treasures,N,2013-11-06
1751,Justice Africa South Suda,Justice Africa South Sudan,N,2013-11-06
1752,CJR 1325,CJR 1325,N,2013-11-06
1753,The Coalition Factory,The Coalition Factory,C,2013-11-06
1754,PILARH OPDF,PILARH OPDF,C,2013-11-06
1755,Lions Club Schouwen-Duive,Lions Club Schouwen-Duiveland,G,2013-11-06
1756,Regional Institute for So,Regional Institute for Social Enterprise RISE,N,2013-11-06
1757,Keepers Zambia Foundation,Keepers Zambia Foundation,N,2013-11-06
1758,Association for Rural Com,Association for Rural Community Development- ARCOD,N,2013-11-06
1759,Youth Council for Develop,Youth Council for Development Alternatives,N,2013-11-06
1760,Stichting Pater Schlooz,Stichting Pater Schlooz,N,2013-11-06
1761,Rural Youth Association,Rural Youth Association,N,2013-11-06
1762,Music Crossroads Malawi,Music Crossroads Malawi,N,2013-11-06
1764,Ladies' Circle Bossche Pa,Ladies' Circle Bossche Parels 65,N,2013-11-06
1765,Friends of Lake Turkana,Friends of Lake Turkana,N,2013-11-06
1767,Ten Foundation,Ten Foundation,N,2013-11-06
1768,Holy Family Hansenorium,Holy Family Hansenorium,N,2013-11-06
1769,Stichting Jong Talent Eth,Stichting Jong Talent EthiopiÃ«,N,2013-11-06
1770,Young Talent Ethiopia,Young Talent Ethiopia,N,2013-11-06
1771,Stichting Vrienden van Ha,Stichting Vrienden van Haiti Westvoorne,N,2013-11-06
1772,Stichting Knowing Emergin,Stichting Knowing Emerging Powers,K,2013-11-06
1773,UnYphil-Women Inc.,UnYphil-Women Inc.,N,2013-11-06
1774,"CDJP, DiocÃ¨se de  Muyinga","CDJP, DiocÃ¨se de  Muyinga",C,2013-11-06
1775,Codrington College,Codrington College,G,2013-11-06
1776,ADIS,ADIS,N,2013-11-06
1777,Kongolese en Angolese Sti,Kongolese en Angolese Stichting Talentueux KAST,N,2013-11-06
1778,Stichting The Hunger Proj,Stichting The Hunger Project Nederland,N,2013-11-06
1779,The Hunger Project India,The Hunger Project India,N,2013-11-06
1780,Stichting Keihan,Stichting Keihan,N,2013-11-06
1781,Borko Health Services Pri,Borko Health Services Private Corporation,C,2013-11-06
1782,Stichting HomePlan,Stichting HomePlan,N,2013-11-06
1784,Stichting Young in Prison,Stichting Young in Prison,N,2013-11-06
1785,Stichting Child in Need I,Stichting Child in Need Institute,N,2013-11-06
1786,Child in Need Institute,Child in Need Institute,N,2013-11-06
1787,Baran Foundation,Baran Foundation,N,2013-11-06
1788,SOS Information Juridique,SOS Information Juridique Multisectorielle,N,2013-11-06
1789,Inner Wheel club Nijmegen,Inner Wheel club Nijmegen,C,2013-11-06
1790,Stichting Saidia Helpt Su,Stichting Saidia Helpt Sumve,N,2013-11-06
1791,Stichting Samenwerking Li,Stichting Samenwerking Lions Nederland-IndonesiÃ«,N,2013-11-06
1792,Retrak,Retrak,N,2013-11-06
1793,SPRODETA,SPRODETA,N,2013-11-06
1794,UNICEF Malawi,UNICEF Malawi,G,2013-11-06
1795,Stichting Samenwonen-Same,Stichting Samenwonen-Samenleven,N,2013-11-06
1796,Un Techo Para Mi Pais,Un Techo Para Mi Pais,N,2013-11-06
1797,EVE Organisation for Wome,EVE Organisation for Women Development,N,2013-11-06
1798,PHB Development,PHB Development,C,2013-11-06
1799,FUNDESER,FUNDESER,N,2013-11-06
1800,University of Zimbabwe- C,University of Zimbabwe- CEPHI Overheads,K,2013-11-06
1801,OpenOil,OpenOil,N,2013-11-06
1802,Fondation Architectes de ,Fondation Architectes de L'Urgence,N,2013-11-06
1803,Stichting St. GabriÃ«ls Ho,Stichting St. GabriÃ«ls Hospital Malawi,N,2013-11-06
1804,CARE France,CARE France,N,2013-11-06
1805,Dhaka Ashania Mission,Dhaka Ashania Mission,N,2013-11-06
1806,AVSF,AVSF,N,2013-11-06
1807,Foro Nacional por Colombi,Foro Nacional por Colombia,N,2013-11-06
1808,Office f. the Coordinatio,Office f. the Coordination of Humanitarian Affairs,N,2013-11-06
1809,Stichting De Elfde Vestig,Stichting De Elfde Vestiging,N,2013-11-06
1810,Development Action for Ma,Development Action for Marginalised Rural Areas,N,2013-11-06
1811,Dutch foundation(s),Dutch foundation(s),N,2013-11-06
1812,UGEAFI,UGEAFI,N,2013-11-06
1813,Wise Justice Fellow,Wise Justice Fellow,K,2013-11-06
1814,Blue Square,Blue Square,C,2013-11-06
1815,Green Soil Bag Company,Green Soil Bag Company,C,2013-11-06
1816,HMB Profit Locks & Tools ,HMB Profit Locks & Tools en Relaties,C,2013-11-06
1817,Caritas Developpement Gom,Caritas Developpement Goma,N,2013-11-06
1819,Zorg en Zekerheid,Zorg en Zekerheid,C,2013-11-27
1820,St. Georges Intl. School,St. Georges Intl. School,K,2013-12-17
1821,ORFED,ORFED,N,2013-12-18
1822,FootballPlus,Yayasan Sepakbola Plus Indonesia,N,2013-12-18
1823,Susteq,Susteq,N,2013-12-18
1824,ACF,Action Contre la Faim,N,2013-12-18
1825,FAWEMA,Forum for African women educationalists in Malawi,N,2013-12-20
1826,CBC Health Services,Cameroon Baptist Convention Health Services,N,2013-12-23
1827,Rotary Club Ambt Almelo,"Rotary Club Ambt Almelo, district 1560",N,2014-01-06
1828,DME,"Environment, Water, Climate and Energy Department ",G,2014-01-09
1829,Healthy Vine,Stichting The Healthy Vine Trust,N,2014-01-10
1830,SSG Foundation,Savitridevi Shivnarain Gupta Foundation,N,2014-01-10
1831,NCS-SADCO,"Nekemte Catholic Secretariat, Social and Development Coordination Office",N,2014-01-17
1832,FFU,Football Federation of Ukraine,N,2014-01-24
1833,MYSU,Ministry of Youth and Sports of Ukraine,G,2014-01-24
1834,UNOSDP,United Nations Office on Sport for Development and Peace,G,2014-01-24
1835,Projekta,"Stichting Projekta, organization for women and development",N,2014-01-27
1836,NYEWASCO,Nyeri Water and Sewerage Company,N,2014-01-27
1837,Dhaka WASA,Dhaka Water Supply and Sewerage Authority,C,2014-01-28
1838,Dutch Embassy Bangladesh,Dutch Embassy Bangladesh,G,2014-01-28
1839,NAIVAWASS,Naivasha Water and Sanitation Company ,C,2014-01-28
1841,DFID,Department for International Development UK,G,2014-01-28
1842,Mombasa Water,Mombasa Water and Sewerage Company,C,2014-01-28
1843,MDF Training&Consultancy,MDF Training&Consultancy,C,2014-01-28
1844,SaafConsult,SaafConsult,C,2014-01-28
1845,The Good Shepherd,The Good Shepherd Foundation,N,2014-01-28
1846,WWF Netherlands,,N,2014-01-28
1847,WS Noorderzijlvest,Waterschap Noorderzijlvest,G,2014-01-28
1848,Credito con Educacion Rur,Credito con Educacion Rural CRECER,C,2014-01-28
1849,DIO MZUZU,DIO MZUZU,C,2014-01-28
1850,CBCP Caritas Filipinas Fo,CBCP Caritas Filipinas Foundation (NASSA),N,2014-01-28
1852,ARCBLA,ARCBLA,N,2014-01-28
1853,COPED,COPED,N,2014-01-28
1855,SWAA-BURUNDI,SWAA-BURUNDI,N,2014-01-28
1856,Diocese of Kabale,Diocese of Kabale,N,2014-01-28
1857,Social Development Commit,Social Development Committee of Haifa (SDC),N,2014-01-28
1858,Card Inc.,Card Inc.,N,2014-01-28
1859,Theatre Day Productions,Theatre Day Productions,N,2014-01-28
1860,VERC,VERC,N,2014-01-28
1861,Palestinian Center for Pe,Palestinian Center for Peace and Democracy - PCPD,N,2014-01-28
1862,Corporacion Sisma Mujer,Corporacion Sisma Mujer,N,2014-01-28
1863,Social Action Center Lega,Social Action Center Legazpi (SAC),G,2014-01-28
1864,Stg. IKV Pax Christi,Stg. IKV Pax Christi,N,2014-01-28
1867,Palestinian Counseling Ce,Palestinian Counseling Center - PCC,N,2014-01-28
1868,NCS- HD,NCS- HD,N,2014-01-28
1869,MAAN Development Center,MAAN Development Center,N,2014-01-28
1870,InReturn East Africa Fund,InReturn East Africa Fund 1,C,2014-01-28
1872,CASHPOR,CASHPOR,N,2014-01-28
1873,Aavishkaar India Micro Ve,Aavishkaar India Micro Venture Capital Fund,C,2014-01-28
1874,Quy Tro Von Cho Nguoi Lao,Quy Tro Von Cho Nguoi Lao Dong Ngheo Tu TaoViecLam,C,2014-01-28
1875,Corporacion para el Desar,Corporacion para el Desarrollo Humano (HUMANIZAR),N,2014-01-28
1876,CorporaciÃ³n Espacios de M,CorporaciÃ³n Espacios de Mujer,N,2014-01-28
1877,SAMHITA,SAMHITA,N,2014-01-28
1878,Caritas Kotido,Caritas Kotido,N,2014-01-28
1879,LAV,LAV,N,2014-01-28
1880,JCI Nederland,JCI Nederland,N,2014-01-28
1881,SHU,SHU,N,2014-01-28
1882,COCOMACIA,COCOMACIA,N,2014-01-28
1883,Trung tam Tu van Nguon lu,Trung tam Tu van Nguon luc Tai chinh vi mo Doanh n,N,2014-01-28
1884,TANGRAM Zorgadviseurs,TANGRAM Zorgadviseurs,C,2014-01-28
1886,MMFM,MMFM,G,2014-01-28
1887,Rotaryclub Oosterbeek Kab,Rotaryclub Oosterbeek Kabeljauw,G,2014-01-28
1888,Stichting Ortega,Stichting Ortega,N,2014-01-28
1889,Lionsclub Roosendaal West,Lionsclub Roosendaal Westhoek,G,2014-01-28
1890,Stichting Mode Met Een Mi,Stichting Mode Met Een Missie,G,2014-01-28
1891,MELANIA,MELANIA,G,2014-01-28
1892,ASK Training and Learning,ASK Training and Learning PVT LTD,N,2014-01-28
1893,Stichting Vrienden van Ny,Stichting Vrienden van Nyakibale Hospital Oeganda,G,2014-01-28
1894,Stichting Palestijnse Isl,Stichting Palestijnse Islamieten in Nederland,N,2014-01-28
1895,ASKV Steunpunt Vluchtelin,ASKV Steunpunt Vluchtelingen,N,2014-01-28
1896,CEDNA,CEDNA,G,2014-01-28
1897,Caritas Archdiocese of Ju,Caritas Archdiocese of Juba,C,2014-01-28
1898,Huys link community Initi,Huys link community Initiative,N,2014-01-28
1899,Stichting Leergeld Apeldo,Stichting Leergeld Apeldoorn Voorst,N,2014-01-28
1900,Stichting NiÃ±os de Guatem,Stichting NiÃ±os de Guatemala Nederland,G,2014-01-28
1901,Stichting TitanE,Stichting TitanE,N,2014-01-28
1902,Stichting Vilcabamba,Stichting Vilcabamba,G,2014-01-28
1903,Stichting Goede Werken Gl,Stichting Goede Werken Glorieux,G,2014-01-28
